N,P,K,temperature,humidity,ph,rainfall,elevation,slope,aspect,water_holding_capacity,wind_speed,solar_radiation,soil_texture,ec,zn,label
25,35,88,33.41280538,79.33469069,13.30960314,151.0987985,4962.88794,27.58684513,West,19.40906126,98.03125359,475.9675694,Loamy,0.462223986,25.63953158,Potatoes
89,69,98,-2.165578898,18.12989848,4.469256748,169.7465057,4825.125429,3.903894202,North,59.06261033,62.11919026,91.97654136,Loamy,0.314476979,30.92001264,Cotton
52,8,95,24.42817609,59.96224138,1.869292499,459.2651708,1683.45075,0.53135099,South,82.84269561,48.03015022,828.056306,Loamy,0.761391549,23.05888292,Soybeans
53,55,28,5.023986224,40.69481263,7.731593867,338.3366451,3125.706829,7.316990232,North,25.95078865,63.73873152,531.3797505,Silt,0.785365256,91.14933896,Corn
93,53,5,5.613921552,57.16279145,12.11553388,83.37161372,332.4270063,77.12538792,West,50.94823709,28.75161183,663.0670423,Silt,0.61546213,73.48170467,Rice
44,22,94,17.87547233,6.424294149,2.076636404,89.84907564,2146.003402,67.22159136,North,9.404951975,31.75029166,202.2133376,Clay,0.793902407,2.529017959,Corn
77,20,42,14.70132652,67.18281561,7.344759092,237.6906961,4778.496639,51.01105707,South,50.86812399,61.87004305,400.451392,Sandy,0.767206251,46.24418926,Cotton
24,29,44,-9.277341908,34.84818387,8.987811425,100.5772322,4822.744565,14.33477181,North,38.61240911,37.21422783,880.343381,Silt,0.003196526,69.83237087,Soybeans
43,90,21,5.041359054,6.307024179,10.12846135,170.629234,1490.452328,53.61030561,South,36.6548828,56.6147894,781.8492542,Loamy,0.237970424,9.347499383,Soybeans
40,9,24,15.42617313,5.482322083,11.24014608,174.8857255,4641.613174,75.61934345,East,61.52979515,4.079903805,962.9413975,Loamy,0.94676995,94.59419856,Corn
94,69,12,42.05657825,97.33257943,12.64383345,491.5971343,3958.115107,42.73878731,North,98.96244912,49.0270549,759.9087522,Loamy,0.480009722,89.23532645,Barley
45,90,77,35.11242307,19.24793536,4.734133468,454.0957261,1566.59862,71.56114437,West,3.002797647,57.1129988,434.6262308,Silt,0.972288431,40.94732256,Soybeans
32,79,55,0.980415583,56.9655965,7.923069583,130.3845623,4317.874833,64.70726929,North,18.78782012,8.338955292,132.5485018,Clay,0.817712185,17.24166004,Rice
4,13,7,21.9971242,47.2936845,11.52589339,100.2063137,4803.749304,47.11447645,North,93.95214359,23.55380152,218.8603267,Loamy,0.088620297,90.31462391,Wheat
91,19,47,20.54232756,48.04101559,3.396750458,36.24149746,2329.808485,44.20020174,West,79.60347813,25.03925935,673.3745773,Sandy,0.326291856,66.90531211,Barley
4,71,4,12.91262861,92.0726872,5.229711626,459.6650894,1166.486779,36.07599703,South,2.65758061,3.699586329,172.3931123,Silt,0.568632677,55.8747783,Rice
60,4,9,22.13478521,84.23916394,0.672870851,374.2608811,3285.475622,32.87303858,East,8.098145461,97.2829143,523.9275619,Silt,0.788472849,91.99784138,Soybeans
88,32,37,25.98596671,36.5303973,4.621301616,122.432012,4059.172872,10.96872906,West,97.61966499,84.30064541,151.997841,Clay,0.278577004,17.37211114,Rice
35,50,27,3.741749611,4.897994504,0.999615274,72.20258239,2749.682992,4.887114936,West,17.35017084,68.84479127,313.007913,Clay,0.572362043,94.16262594,Cotton
34,4,71,0.795114558,41.14716228,13.43761455,380.2433061,2639.761103,64.75586223,West,2.666547472,25.93342752,704.2802453,Loamy,0.387642108,61.02722481,Corn
96,12,99,32.70796031,5.495523119,12.29652664,316.4322599,3652.372575,34.83130722,South,54.5223102,96.03240596,274.0989012,Clay,0.668784239,67.98863359,Potatoes
23,90,15,33.01858036,89.54911487,12.84860097,29.12666782,3878.640208,59.8170361,North,96.40616867,1.54253431,183.3394426,Silt,0.857507668,19.43960169,Soybeans
15,6,38,6.494578316,50.16894134,1.032044878,79.09449939,3692.497926,23.97889064,North,27.98968642,68.89665807,873.2212061,Clay,0.298329229,32.9374096,Soybeans
27,39,98,3.995926932,2.623045137,1.224274368,373.1332223,3135.100019,82.28353046,South,35.60588571,27.05942128,384.6671812,Clay,0.932594978,92.04396317,Cotton
85,63,84,7.126989314,54.33086062,3.918224387,27.34746567,1176.275015,79.78405782,South,82.33250095,72.31318035,238.8972247,Sandy,0.583749879,2.517277872,Rice
10,28,54,36.16448371,46.31210526,2.433011141,34.3838144,3474.963859,28.6843819,East,4.421067807,10.92987783,131.3362249,Silt,0.119218122,29.68094406,Potatoes
34,67,7,15.65034877,63.41936734,5.404977028,169.1282574,222.4527069,4.633377199,South,35.37380551,88.17796113,131.8504015,Clay,0.282896242,84.18220655,Potatoes
60,58,40,8.223488572,44.39118247,1.063927122,324.9534428,1603.73979,28.81315149,South,28.96908578,77.09126997,99.29675288,Silt,0.074172221,92.18365512,Soybeans
25,52,17,0.142190944,2.487625369,6.614659424,464.1044281,341.3823885,66.01836711,West,14.56221692,43.31502263,487.6120212,Clay,0.556226022,55.49967476,Wheat
83,19,9,2.69623954,42.49643645,8.146029357,134.1265089,2497.263632,34.3267372,South,42.03194087,46.9844267,324.7621347,Loamy,0.812325551,95.58990342,Cotton
3,56,16,26.32631672,39.72517286,2.125077058,347.166895,3003.944439,14.20168313,South,56.05512106,61.98732067,700.2123137,Sandy,0.696992232,16.8602184,Wheat
2,97,13,-9.501018069,69.93574871,3.923619739,68.30872659,3023.117009,88.51687162,West,41.62683286,6.457243038,715.833048,Loamy,0.730008609,6.006061573,Corn
64,34,79,-4.163668946,67.84050752,12.44844378,236.1118442,3191.152897,63.0976642,North,6.637316403,95.90515232,31.7353332,Loamy,0.276887219,8.061687693,Potatoes
86,64,45,11.98484982,69.86859588,7.963782059,417.2233211,4733.045988,74.38834881,South,74.93969161,2.957153564,617.8072972,Clay,0.310921734,91.78689983,Potatoes
46,8,70,26.20636583,25.19883965,1.48491812,72.54025945,1473.038903,81.99124851,North,57.1052573,69.32068041,838.8297829,Loamy,0.147272104,68.49961611,Potatoes
10,29,74,3.128848176,55.40734166,9.321872564,289.0984182,3341.348045,20.89738588,South,55.57115361,87.00824251,399.8667501,Clay,0.945851062,72.1349909,Wheat
33,7,64,38.12029387,85.02715842,10.94744805,113.890136,808.7870369,29.12790111,East,17.40917405,26.28365077,217.4918202,Silt,0.481661201,39.48614159,Rice
27,88,3,39.39836935,4.770135167,13.20321597,215.4501655,1421.783309,59.57830475,North,75.94616164,81.7563845,366.3274362,Loamy,0.641045065,88.80076914,Potatoes
68,51,46,18.25759552,0.63337797,3.458216399,347.9645472,2405.923998,57.23954186,South,57.8545353,99.45774967,27.12787711,Clay,0.024597875,97.00251023,Rice
48,33,22,-4.639276011,86.5669491,12.11453661,57.16866234,1109.951306,20.51383739,East,71.87922032,61.78058231,878.1893293,Clay,0.479375893,76.3829047,Rice
24,20,40,16.53599789,82.99122486,11.68951343,413.0105599,2152.222218,66.36722823,West,85.09174588,90.77675086,101.7201002,Loamy,0.537916337,28.21797699,Wheat
20,79,29,11.42888668,8.547047601,2.851730759,400.385339,2032.140034,20.63447166,South,78.66748927,34.4646584,560.8509441,Loamy,0.537433575,93.19844398,Cotton
63,15,69,-9.11564292,53.53668617,0.265113912,133.9080742,2719.225709,83.89730827,North,3.390332578,12.27396764,412.2777588,Loamy,0.758485058,69.79422252,Potatoes
25,0,24,6.716809359,80.18918414,6.575445894,238.0936861,2979.673532,31.03939267,West,14.06976888,47.36373154,242.4227352,Sandy,0.289039767,70.49343584,Rice
14,75,67,-6.132304814,59.23499641,1.094035618,413.9696738,4359.91986,77.94707255,West,48.95821846,22.74088965,239.2936281,Loamy,0.26513741,83.94963918,Rice
96,26,30,-4.177686357,10.59000522,3.424130896,12.82504552,4653.248885,26.70247125,South,18.77006964,53.68533434,549.3467135,Clay,0.458635389,97.93387044,Barley
36,48,99,12.13621515,83.86610848,7.041320662,252.7425484,1360.427724,16.2757457,East,25.06840079,39.29093286,822.2740404,Sandy,0.883443007,30.34095256,Soybeans
56,82,37,10.11471656,21.16497225,4.92034975,314.1334071,2469.415451,13.79515221,South,81.25328561,23.49246297,406.5815345,Clay,0.118051914,26.00012812,Corn
27,92,25,33.6876781,28.18563031,8.853857801,168.1642742,3008.061312,23.97444725,East,83.96612067,3.711570542,111.5756938,Sandy,0.062974222,60.60746927,Cotton
46,95,42,12.39743031,30.49123091,1.846173946,441.4701193,949.4001655,18.06232612,South,86.08579598,7.819915945,522.2770696,Silt,0.702174552,65.60299891,Rice
91,54,79,41.91887606,54.0438528,11.8023843,175.883144,4916.80759,85.09276151,West,30.39537598,87.02062879,245.2703773,Clay,0.073265016,56.3362202,Rice
100,8,99,-4.522913354,66.36269068,0.410226957,319.3391628,1724.068908,87.92596121,East,70.03702889,90.4479473,729.9313197,Silt,0.899526689,4.331311201,Barley
42,42,2,43.28849993,20.2276701,3.810194774,388.3633389,4057.364037,10.09776569,East,85.84214253,60.34628801,953.7180865,Silt,0.825880073,6.79300673,Cotton
97,23,35,40.07819276,57.86408915,10.41181596,89.9116219,4533.352076,18.05542014,East,91.11163684,29.24591262,892.8621643,Sandy,0.306882797,58.85383674,Potatoes
91,63,55,41.01210491,65.68125841,12.63975192,348.7184695,4609.791637,55.96432815,East,0.547686885,80.42453359,440.9308097,Sandy,0.024155797,92.11379975,Corn
25,2,80,7.132868602,18.70567315,5.655046699,78.8705742,1013.755236,3.472145676,West,48.41375612,21.76601979,22.02991606,Clay,0.923829945,38.29883634,Soybeans
63,73,98,4.772611479,85.14690205,1.713552838,10.14419414,4.785521398,71.29356943,North,98.19950151,67.57490185,721.3958241,Silt,0.128808018,40.93023395,Barley
59,96,80,34.48006212,66.53638162,13.86752918,2.142169802,2034.225909,69.35916017,North,34.80065473,34.40941501,976.7805328,Silt,0.3920234,17.1996096,Rice
84,37,52,15.21164238,46.48509147,7.18733974,241.6736756,3213.260566,6.020230655,South,3.603188768,58.46479622,691.0103209,Sandy,0.178276901,27.09254893,Cotton
36,5,96,-3.234006996,95.17724313,2.391917609,104.8584791,4941.748495,9.396859559,North,16.49693371,14.76781589,131.1227257,Sandy,0.398818584,4.396288181,Rice
2,33,17,24.76670323,89.51790824,0.005469038,57.44547334,2246.758182,72.49746687,North,83.75955745,20.38203662,322.4403988,Silt,0.796644322,37.27268831,Corn
30,5,87,-7.046267227,37.62309521,10.98915493,221.2308908,1566.178745,16.19806051,East,77.16284672,54.13468892,181.6021711,Clay,0.124156313,69.6693539,Barley
89,7,74,-0.251654549,62.15989739,7.227962812,25.57178381,2432.323726,37.29895329,East,26.83220194,53.78685005,355.6649551,Silt,0.832225361,7.21215854,Cotton
79,50,43,12.34968495,30.3453123,13.40446054,252.8286903,4059.909159,21.34990974,South,58.75830518,79.50996585,729.1324444,Sandy,0.210933197,40.69972596,Soybeans
41,13,44,-0.845863968,0.889362263,3.634758252,169.7760523,2696.171147,49.13447981,South,13.89224996,99.92548276,687.7819023,Silt,0.607347756,32.79209059,Corn
100,27,26,8.325422898,62.34947202,3.78834802,214.2825851,2651.23051,60.11234486,West,28.55787574,38.35505955,411.729244,Loamy,0.468319002,15.54528094,Corn
71,47,63,37.43313417,39.55367373,10.45725775,271.3396886,1928.945944,48.25754364,East,92.02360454,99.23430967,741.4388372,Sandy,0.017689363,71.06251286,Wheat
23,95,85,-6.925873678,90.67247269,11.15539216,196.2485425,1139.722335,31.01538798,West,7.742796252,28.07691841,328.603712,Silt,0.02813408,39.13182895,Soybeans
33,79,83,1.233448853,80.87736518,13.73576929,70.74160945,3619.069049,4.882066845,North,90.54637351,51.9680068,868.6651271,Loamy,0.569891668,20.92845813,Cotton
89,52,9,10.09495207,48.52652526,7.257630806,279.2513629,2597.632091,43.50474657,West,43.00208254,32.1302243,655.8334779,Sandy,0.106786883,34.13373279,Corn
39,65,36,22.98966601,60.91652155,2.919536352,369.2713922,489.2751644,89.35877725,North,34.46625265,46.43408254,435.0399162,Silt,0.085790096,12.71931972,Barley
88,29,42,22.53986639,74.14503005,12.73186885,193.0607136,2054.587289,31.65802265,West,15.03049899,97.38797926,857.6842143,Clay,0.005704352,39.43536816,Potatoes
65,84,36,8.04583719,6.092997288,0.602239781,195.927395,2358.790261,83.58802696,South,36.5511445,63.86800844,461.1956411,Loamy,0.965095482,71.8444365,Wheat
38,51,38,11.83323898,2.175159629,0.670294432,242.0969172,1877.943011,21.49323582,West,45.78657996,96.00712901,446.4890325,Clay,0.902957354,68.74624255,Barley
98,59,0,24.79592619,10.93007084,6.508580005,370.4289997,4468.201858,9.562419978,North,46.39042832,54.7393497,322.8439747,Sandy,0.438389719,41.73016192,Wheat
40,30,29,4.961235806,89.06757577,2.872091877,470.0035825,4784.161007,62.17488346,South,44.00090356,80.47200903,587.9007101,Silt,0.511543071,38.80640608,Wheat
61,10,71,12.908111,98.29256246,8.782185349,274.0657821,4922.9332,43.96804185,North,68.27151634,48.92450988,57.54229642,Clay,0.1065878,56.80239321,Rice
89,4,14,3.700963836,53.26998517,2.648132343,481.0564855,108.9800616,17.06151829,West,19.82598997,82.01597068,359.2641227,Clay,0.151014243,75.35642968,Wheat
27,1,75,43.1281329,10.67536186,6.434892014,339.5498255,397.1798373,22.64428553,West,4.473551693,31.69727903,439.4162787,Loamy,0.710221781,40.12937449,Potatoes
61,98,85,-2.654634358,90.38535658,6.343687556,21.50155635,4047.361073,16.91015401,West,24.37150342,5.837440437,267.023803,Silt,0.067011058,5.696846839,Wheat
52,69,4,-4.431594161,96.386993,9.141714358,365.7598684,331.722762,57.69141222,West,56.30877204,99.55098008,478.9197994,Sandy,0.268327008,38.01049298,Corn
12,97,19,18.62721214,36.71468212,3.335683635,439.9059643,4478.50974,25.6396227,South,66.21439074,3.463392407,265.965268,Silt,0.812734573,42.19887076,Corn
48,29,16,35.32018643,74.07813769,2.134420601,135.6073244,1686.641575,70.69699646,East,96.78654326,51.66586832,935.346974,Loamy,0.138540729,34.85479248,Wheat
45,88,12,-3.771377452,53.33772225,0.855541591,3.402484087,2772.323889,72.66987602,West,18.57974913,31.75322893,65.48864044,Silt,0.679197288,24.36818527,Barley
93,84,11,37.84486984,29.98015839,9.792305138,172.0153731,3154.026512,22.73455935,South,71.05236681,78.97887144,440.7076135,Silt,0.118232929,9.545347073,Potatoes
36,25,73,28.50252968,17.60452716,1.462602914,251.8381973,1223.529165,7.367268943,South,59.54676831,8.129709576,969.9583798,Silt,0.756113963,4.821550941,Corn
6,82,40,17.13899569,84.13022655,0.761509951,438.8239383,2824.410525,56.65009807,East,20.61129714,31.73405737,334.140062,Silt,0.31386509,10.63859919,Soybeans
92,2,16,2.349545658,74.83440407,12.64387165,328.3755527,4340.834995,56.88297508,West,36.95140066,88.80204364,319.7424106,Loamy,0.214568446,73.4803597,Corn
20,8,85,35.82311785,84.0483351,13.79125133,402.2703663,154.6596782,82.37775331,East,42.95766609,45.1805214,642.6205707,Clay,0.178349749,2.490977233,Wheat
24,0,39,32.8388334,78.22377841,7.740005492,428.7862836,4904.971512,56.64345611,West,59.73978487,5.031669464,995.4178241,Sandy,0.373107045,50.35890912,Rice
4,42,39,-1.616460125,56.14835435,2.264235876,451.3150634,4396.892458,19.86355407,East,34.75723127,8.503631521,684.5758772,Clay,0.367782659,28.24591204,Rice
84,58,22,34.16342124,98.03090201,11.55846368,38.18458784,4172.375967,32.75137162,West,98.68684042,59.95706571,49.44387934,Clay,0.877761698,38.88568122,Soybeans
22,84,33,22.0442486,13.27231971,12.44916674,363.3587194,4890.964688,14.18160638,South,96.85411545,93.78557452,39.74675584,Clay,0.509599251,61.45873516,Potatoes
73,90,87,-6.694254516,56.16571102,5.920808341,245.6676794,1609.713863,69.74755222,South,84.18245282,24.11920983,42.66142846,Loamy,0.943945814,97.32300278,Rice
45,45,64,11.37810009,85.83316466,4.835685786,282.8095223,1140.391429,31.26475556,South,73.41012294,55.33039389,813.004663,Sandy,0.398730208,2.615707028,Barley
91,33,45,-9.197911755,37.51934641,9.423436408,237.4014168,1417.353034,16.95883431,South,86.28770991,19.47455215,97.83894939,Clay,0.456620576,25.19937882,Soybeans
66,97,19,15.58465032,12.68219641,2.025331454,43.50172674,1984.677564,72.79705861,West,41.65257462,19.45206186,221.2773114,Loamy,0.727985941,43.52871826,Corn
87,53,42,-5.623451478,34.14016851,0.3116698,336.1745633,2482.387595,32.70172223,South,42.18147218,1.417447773,868.5239588,Clay,0.099829547,28.4068868,Potatoes
72,35,16,36.27195912,35.26485204,9.382360132,332.1973371,1062.80194,83.23050529,East,83.35920402,56.96687737,312.1447469,Loamy,0.609351886,23.07300677,Corn
65,63,71,5.238991019,75.1607167,0.962616185,396.6057465,1509.728699,69.09886962,West,89.07884949,50.04759291,817.0266625,Sandy,0.484237937,62.62944446,Cotton
29,42,66,37.1520664,98.10189705,7.568251798,137.4988613,1170.029383,53.5490138,East,48.61196031,41.99361148,996.2967256,Silt,0.256894219,93.73566873,Wheat
4,29,96,26.46778148,3.063614153,9.605337285,254.2308979,2063.601012,55.57378454,East,52.276923,43.37769941,726.3350112,Loamy,0.396660645,20.65070358,Barley
7,49,38,4.969338586,67.79994132,7.124745367,285.0960548,4156.604836,81.46602918,West,86.39112661,69.37228363,269.5658573,Clay,0.596743056,58.99381891,Rice
86,7,73,34.2425863,62.6055602,4.446124487,147.3320046,747.3160677,79.33557013,North,75.29308148,63.42740365,819.5949773,Loamy,0.325138999,7.296181676,Wheat
82,73,90,0.008489419,53.04870492,5.748218237,177.2966504,3291.993221,78.7290326,North,30.83339215,74.96498351,233.9232678,Silt,0.301819575,57.13747216,Soybeans
58,50,78,11.66062302,61.5852305,2.631336316,28.96602815,975.3531922,1.903897189,North,62.18770895,50.76010163,663.7989627,Clay,0.265931137,83.49920973,Barley
3,77,15,12.57427115,44.43975494,2.207537358,165.5288468,2162.48408,52.20419889,West,59.46056721,27.27141771,284.0779834,Loamy,0.094724037,66.45668037,Rice
71,30,43,-7.452039537,56.90905139,5.838912111,143.3801669,4849.602044,13.50484951,West,4.342273111,36.7806788,505.8763781,Loamy,0.857937202,23.17606384,Barley
65,14,75,-5.498204075,78.13695745,6.728394973,447.2843172,1173.562303,59.47343246,East,89.68106611,52.54059529,905.8748159,Clay,0.224554599,70.21069186,Wheat
94,53,99,22.33171118,72.09403198,9.484766535,370.493159,4606.119046,81.89685267,West,61.67378742,71.88516222,888.8687372,Loamy,0.608294599,73.94325801,Soybeans
65,49,15,32.41997994,39.80921113,12.23876205,318.3357388,3384.900471,18.0912418,West,7.510937605,13.13531459,863.6509059,Silt,0.899191567,89.39685084,Wheat
98,49,46,32.15910847,33.68167778,9.630349677,282.2324925,308.0785694,59.84455331,East,70.60701393,39.16752376,239.6318781,Clay,0.765323037,30.81976205,Rice
4,83,45,8.070585157,96.63230865,2.207093014,270.0184268,203.1891012,83.01003714,South,88.87839153,12.36184879,312.0085476,Clay,0.696060018,40.97762956,Barley
42,31,64,15.72650833,75.49006002,10.65130572,59.62399892,3697.310692,25.73560929,West,48.50366308,54.28026427,544.9569589,Clay,0.090755444,1.681091857,Cotton
53,17,55,-3.345665044,85.97909495,9.485845097,250.7921755,2300.358638,78.11386502,East,14.56509904,70.98685417,569.3146854,Silt,0.065143997,95.46064597,Wheat
53,5,18,35.8824029,24.15804045,2.83382245,126.6798274,3517.255889,56.44614351,South,78.83271334,35.2257278,647.0001531,Loamy,0.105565782,21.37387161,Potatoes
9,93,93,-0.890497534,18.00480958,8.28048021,15.21259009,672.8106789,23.85817603,South,39.38469277,74.16821812,231.805013,Loamy,0.179007983,57.02341732,Corn
13,44,17,-6.602048589,59.52308925,2.834806908,168.3166967,541.6139579,83.95519151,West,49.08798126,39.67976327,587.4123874,Silt,0.074676721,46.16512882,Rice
11,83,85,35.90115911,45.99703731,13.82106007,180.3115427,387.1586723,66.34664615,West,75.68736282,30.0182409,237.5015763,Sandy,0.097913847,14.98903044,Potatoes
72,82,81,31.72116435,50.8856051,1.806293845,171.5109772,2972.670369,61.82934548,South,83.25821709,20.48018341,196.5467427,Sandy,0.298201431,95.47488103,Cotton
84,30,9,38.9686435,41.02123717,11.07318999,207.426386,1663.107388,0.853693751,East,90.52602048,68.51615825,823.2438944,Loamy,0.067802272,45.57033726,Cotton
38,79,42,7.654765976,64.57111227,1.750447305,240.6941898,2016.434193,70.76940421,South,14.01749243,19.67729208,894.2795866,Clay,0.697554667,14.55494646,Rice
16,3,78,30.33235903,79.58119355,3.97594613,52.23526041,539.0922175,76.77194291,East,8.376442649,81.37553127,130.417485,Loamy,0.996782837,16.48355785,Potatoes
66,94,41,31.67223466,62.29528735,11.19735042,223.7396417,808.2671297,72.27159091,North,8.207154122,44.62243747,239.2263714,Clay,0.542239567,42.30393607,Soybeans
48,87,95,34.54550945,17.02039331,8.885078444,342.9189706,109.8395294,45.44860205,North,77.11549046,32.77904969,391.8679845,Silt,0.002493252,82.59927947,Potatoes
46,55,77,23.57716822,42.90358392,10.95836698,159.1417243,3695.861661,74.76049086,East,5.202460092,34.18362901,268.321325,Loamy,0.635621684,72.270705,Cotton
38,63,59,-3.19161801,31.22725613,6.470105521,475.8224518,3191.330115,41.55769234,South,2.289190469,17.32394979,768.6045906,Loamy,0.938119581,29.0630864,Cotton
67,48,28,30.32352409,51.62221246,12.04698694,231.6585919,306.9964646,73.15985154,East,18.56624263,35.41610401,802.4441757,Silt,0.195563798,55.82758492,Potatoes
63,63,22,-6.9598285,68.67036035,0.252050501,114.626404,596.7011562,23.53158105,North,68.56079735,41.02148643,597.4214026,Sandy,0.938438217,45.10748499,Soybeans
51,19,61,-1.452727114,6.309567023,6.11916803,433.540351,4585.135967,49.68749695,East,88.16608177,94.82914687,928.2583229,Clay,0.897724773,23.37728506,Soybeans
15,54,15,-0.325952291,63.81334291,12.47355568,165.660125,740.2519145,43.3102304,West,79.50525432,42.51116809,653.4665872,Clay,0.167265288,30.352243,Corn
88,52,52,-5.494920983,26.2338196,4.659391427,50.26181113,217.6234141,8.401643428,East,30.01861237,51.81336435,222.5578115,Loamy,0.695075065,88.05725578,Wheat
14,66,9,20.29008529,49.64305104,2.484340987,169.1775636,4346.701167,89.75099072,East,13.64587241,97.86203813,95.69910957,Sandy,0.207962496,66.37889397,Soybeans
66,69,2,-2.965898811,55.39054708,8.593436622,132.5104283,2791.119593,65.83295139,West,82.29562851,24.13393596,912.6750025,Silt,0.424454594,24.40378695,Rice
94,44,58,5.76516282,82.28798193,10.36498086,306.5276145,1926.799327,18.86722447,North,17.11868532,14.10744691,271.6117423,Loamy,0.029664167,88.91468856,Potatoes
64,41,78,-9.195042819,54.82575699,8.465935568,333.5573156,245.6112902,86.72539582,South,13.36456634,53.17308542,927.6029798,Loamy,0.633186637,22.7608882,Rice
16,95,76,39.5527169,40.48387231,11.50099576,346.4295634,2506.993476,49.21862894,West,96.34822385,85.02917267,327.0082874,Silt,0.040159168,29.06960067,Cotton
26,0,99,18.7752765,9.611357909,5.949708346,31.96013155,2561.591354,70.07484539,East,19.82683857,45.79344245,232.7015489,Clay,0.221927469,77.74812105,Potatoes
13,11,57,-6.717443246,38.25993865,11.52077014,50.09111225,4145.987908,6.329200762,North,14.32356763,25.46023353,526.0660942,Sandy,0.64795017,17.1986037,Corn
50,6,92,15.73533421,21.76067634,8.742013582,221.0346313,2462.033032,75.27171239,South,8.415237143,19.41809961,285.3725607,Loamy,0.400965379,27.15415346,Barley
65,90,98,21.78243442,55.0443649,4.619665298,222.7558661,4906.225556,86.23204497,West,1.237431078,37.39637646,422.489478,Clay,0.219141516,73.18768139,Cotton
88,1,99,9.70958523,66.4874196,3.717109511,77.17628761,741.0780688,0.170432736,South,53.33029797,66.86746739,890.6184659,Clay,0.154015813,20.91077098,Wheat
34,16,51,24.08014078,95.30388983,2.398840781,402.5854443,931.5507693,53.38163006,North,14.59521183,56.89630685,127.4859884,Clay,0.02255588,67.71934969,Soybeans
87,59,45,35.51662184,68.22486352,3.106893563,404.4218976,3470.266228,8.599180702,North,19.24997889,63.27485216,541.3922376,Loamy,0.167259065,44.79775206,Corn
95,91,53,8.139392045,27.21608895,9.417643149,456.0480897,388.9863425,81.17297537,West,91.47175057,19.05719882,217.0574185,Clay,0.892572667,95.78994361,Barley
10,62,46,34.12937563,6.752714269,13.35881595,7.219153475,1993.796351,55.59232627,North,25.02230064,93.94559874,272.6954871,Clay,0.632786182,20.60371507,Potatoes
22,88,37,-2.516144563,66.24777881,10.28593028,383.7456446,1819.580911,67.49971828,West,60.66377441,40.61188958,368.8822192,Loamy,0.355935471,62.26715731,Soybeans
19,75,43,17.77427789,30.20808154,8.925309684,231.7051459,2502.391629,41.85350988,South,63.90137287,93.34936,966.223421,Loamy,0.255882922,79.78937912,Potatoes
50,15,28,9.182823243,14.30077798,8.653294869,238.813803,1342.13332,34.65296137,South,2.365973357,84.08751769,991.6955923,Sandy,0.428571295,72.81556869,Rice
48,73,39,34.47888303,76.11959298,1.76505564,355.7848204,3787.004488,87.97169944,South,20.94134843,30.5150566,630.809648,Clay,0.66538688,87.46741091,Soybeans
80,3,92,31.63832629,39.64158725,13.41075866,498.3227654,357.2079902,67.42644012,West,36.11370155,64.84531852,889.3112634,Silt,0.474072036,76.4545841,Wheat
15,2,45,-4.37868275,0.445911609,7.588091834,13.80223998,1383.718297,58.48771141,North,81.06855785,16.84644949,350.8980743,Loamy,0.356728137,56.75379426,Barley
1,76,83,36.37203709,55.73469425,12.32146118,142.5026055,608.4010514,79.24954348,East,49.48173821,7.597842121,871.2551203,Loamy,0.539634324,86.35446204,Cotton
61,38,12,13.77145197,45.45297772,12.63428523,271.4739936,581.670073,52.65876826,North,8.854099809,61.88830372,604.7479407,Loamy,0.890080905,96.11819591,Soybeans
81,19,52,-7.736791945,12.53888205,4.994348187,5.842733858,756.5679035,83.43853098,West,8.952582037,36.13309652,782.4634119,Silt,0.757710824,67.43590887,Potatoes
74,73,74,12.72153975,18.85268718,3.358148715,292.2464459,2081.854567,64.18931659,North,44.58152868,16.16350667,84.94855574,Silt,0.007054434,89.70729479,Soybeans
24,82,76,-3.623843631,51.56085012,6.793607596,484.0078173,3905.786435,65.44896936,South,56.67223392,17.29893335,158.4820549,Silt,0.767695579,23.42558394,Barley
0,82,50,9.726445907,43.23692036,10.07235102,137.6926119,3488.479999,71.4629788,West,47.0418612,98.55601339,756.7461445,Loamy,0.813292253,77.74627943,Barley
20,85,71,29.08092745,25.58262963,9.316597745,95.13950064,2867.912908,48.53240245,West,4.826135804,13.09652191,868.2739955,Silt,0.113722378,75.47236287,Barley
63,34,93,4.28335741,2.819678606,5.086788661,129.1042473,2216.458178,76.48533913,West,81.38965117,81.99300223,654.8150045,Silt,0.02921288,46.86289594,Cotton
12,100,36,7.161331227,67.18137951,2.258204236,108.8816314,4133.833322,74.14428109,West,21.58854117,50.18827739,64.44500464,Clay,0.240022116,81.65597001,Barley
55,90,70,25.94401546,68.34147171,10.03008677,115.6192785,4760.096929,57.41801703,West,43.94206746,5.156203964,644.3399345,Clay,0.825307004,0.850964055,Wheat
67,22,62,-4.724634413,90.19637554,12.55672319,119.2362867,968.9440554,10.74024686,South,64.5976068,13.02243267,120.8515178,Loamy,0.270557841,88.94901712,Potatoes
92,33,11,37.6271196,76.41493456,9.864373471,153.2663152,62.02759959,77.8419876,South,68.12187139,19.34227495,576.8930212,Clay,0.605361419,84.30632946,Corn
6,35,97,43.08857484,97.76773997,7.875601729,125.721214,304.2267138,53.14030487,East,78.97961376,64.55077079,769.1001538,Clay,0.433362737,52.34592101,Potatoes
75,20,100,41.62335288,91.18691119,3.599956921,470.2037788,727.7872318,40.40724892,East,7.515926486,57.50533213,961.4404008,Loamy,0.66047366,39.19169867,Barley
61,7,6,18.46569444,28.53785003,10.0386851,160.2644441,4895.038691,30.73419958,North,45.978797,86.3552944,291.9894959,Sandy,0.681581244,49.51448454,Rice
